job_title,company,job_location,first_seen,search_city,search_country,search_position,job_level,job_type,year,month,month_name,country
Staff Business Data Analyst,Intuit,"Mountain View, CA",2024-01-13,Santa Clara,United States,Data Communications Analyst,Mid-Senior,Onsite,2024,1,January,United States
"Manager, Cyber Risk & Analysis (Machine Learning)",Jobs For Humanity,"McLean, VA",2024-01-13,Clarksburg,United States,Director Educational Program,Mid-Senior,Onsite,2024,1,January,United States
Staff Data Engineer,Bp,Greater Houston,2024-01-13,Baytown,United States,Developer,Mid-Senior,Onsite,2024,1,January,Other
Data Manager,Harnham,"Nottingham, England, United Kingdom",2024-01-13,Derby,United Kingdom,Director Stage,Mid-Senior,Onsite,2024,1,January,United Kingdom
Senior Data Analyst (On-Site),"Hepco, Inc.","New York, NY",2024-01-13,Eastchester,United States,Maintenance Data Analyst,Mid-Senior,Onsite,2024,1,January,United States
Machine Learning Software Developer (Software Engineer 3) - 17346,"Mission Technologies, A Division Of Hii","Virginia Beach, VA",2024-01-13,Norfolk,United States,Electronics-Test Engineer,Mid-Senior,Onsite,2024,1,January,United States
Researcher For Ai Application (Cv/Nlp/Data Mining),Fedml,"Sunnyvale, CA",2024-01-12,Santa Clara,United States,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,United States
"Staff Machine Learning Engineer, Identity",Stripe,"New York, United States",2024-01-13,Hamilton,United States,Mechanical Research Engineer,Mid-Senior,Onsite,2024,1,January,Other
Database Architect,Pangeatwo,"Birmingham, AL",2024-01-13,Alabama,United States,Modeler,Mid-Senior,Onsite,2024,1,January,United States
Volunteer: Website Maintenance/Content Manager - Joomla Required,Volunteermatch,"Mill Valley, CA",2024-01-13,Novato,United States,Maintenance Mechanic,Associate,Onsite,2024,1,January,United States
Senior Data Scientist,Geisinger,"Home, KS",2024-01-13,Kansas,United States,Microbiologist,Mid-Senior,Onsite,2024,1,January,United States
Python Data Engineer,"Logic20/20, Inc.","Dallas, TX",2024-01-13,Garland,United States,Model,Mid-Senior,Onsite,2024,1,January,United States
Sr. Data Architect,Job Juncture,"Stamford, CT",2024-01-12,Montrose,United States,Architect,Mid-Senior,Onsite,2024,1,January,United States
Data Architect,Dice,United States,2024-01-13,Smith Center,United States,Modeler,Mid-Senior,Onsite,2024,1,January,Other
Cloud Data Architect,Onix,United States,2024-01-12,Smith Center,United States,Architect,Mid-Senior,Onsite,2024,1,January,Other
Data/Crm Specialist,Creative Circle,"Schaumburg, IL",2024-01-13,Rutland,United States,Model,Associate,Onsite,2024,1,January,United States
Data Engineer,Scipher Medicine,"Waltham, MA",2024-01-13,Beverly,United States,Extra,Mid-Senior,Onsite,2024,1,January,United States
Data Analyst,Stellar Professionals,"Richmond, VA",2024-01-13,Montpelier,United States,Data Entry Clerk,Mid-Senior,Onsite,2024,1,January,United States
Data Engineer,Intelletec,"Arlington, VA",2024-01-13,Alexandria,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
"Senior, Data Engineer",Walmart,"Sunnyvale, CA",2024-01-13,Union City,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
Data Scientist,Affinipay,"Austin, TX",2024-01-12,Austin,United States,Chemist,Associate,Onsite,2024,1,January,United States
Sr. Mlops Engineer,Dice,"Dallas, TX",2024-01-14,Dallas,United States,Value Engineer,Mid-Senior,Onsite,2024,1,January,United States
Database Manager,Saic,"Aurora, CO",2024-01-13,Aurora,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Analyst,Monogram,"Boston, MA",2024-01-13,Beverly,United States,Data Communications Analyst,Mid-Senior,Onsite,2024,1,January,United States
Data Scientist,Adp,"Alpharetta, GA",2024-01-12,Georgia,United States,Agricultural-Research Engineer,Associate,Onsite,2024,1,January,United States
Aws Data Architect,Enfycon Inc,"Newark, NJ",2024-01-12,Bound Brook,United States,Architect,Mid-Senior,Onsite,2024,1,January,United States
Data Analyst I,Apex Systems,"Oklahoma City, OK",2024-01-13,El Reno,United States,Data Entry Clerk,Mid-Senior,Onsite,2024,1,January,United States
Sr Data Architect,Honeywell,"Kansas City, MO",2024-01-14,Kansas City,United States,Architect,Mid-Senior,Onsite,2024,1,January,United States
Data Scientist,Intellectt Inc,"Troy, MI",2024-01-15,Michigan,United States,Biochemist,Mid-Senior,Onsite,2024,1,January,United States
Datacenter Analyst,Volt,"Prineville, OR",2024-01-13,Oregon,United States,Economist,Associate,Onsite,2024,1,January,United States
"Data Analyst, Tss",Sgs,"Coffeyville, KS",2024-01-13,Kansas,United States,Data Entry Clerk,Associate,Onsite,2024,1,January,United States
Gcp Data Architect,Cloudmr,Utica-Rome Area,2024-01-12,Hamilton,United States,Architect,Mid-Senior,Onsite,2024,1,January,Other
Big Data Lead,Erpmark Inc,"Mason, OH",2024-01-14,Norwood,United States,Developer,Mid-Senior,Onsite,2024,1,January,United States
Data Architect,Jobot,"Santa Fe, NM",2024-01-14,Los Alamos,United States,Model,Mid-Senior,Onsite,2024,1,January,United States
Data Analyst Iv,Dice,"Cupertino, CA",2024-01-13,Santa Clara,United States,Data Communications Analyst,Mid-Senior,Onsite,2024,1,January,United States
Data Scientist,Dezign Concepts,"Chantilly, VA",2024-01-12,Manassas,United States,Biologist,Mid-Senior,Onsite,2024,1,January,United States
Data Analyst,Creditsafe,"Cardiff, Wales, United Kingdom",2024-01-13,Cardiff,United Kingdom,Data Entry Clerk,Mid-Senior,Onsite,2024,1,January,United Kingdom
Lead Data Analyst,Dice,"Columbia, SC",2024-01-13,South Carolina,United States,Data Communications Analyst,Mid-Senior,Onsite,2024,1,January,United States
Lead Data Scientist,Vistra Corp.,"Irving, TX",2024-01-12,Corinth,United States,Chemist,Mid-Senior,Onsite,2024,1,January,United States
Teradata Architect,Dice,"Hartford, CT",2024-01-14,Wallingford,United States,Interior Designer,Mid-Senior,Onsite,2024,1,January,United States
Data Architect,Dice,"Chicago, IL",2024-01-14,River Forest,United States,Interior Designer,Mid-Senior,Onsite,2024,1,January,United States
Teradata Architect,Hcltech,"Hartford, CT",2024-01-12,New Britain,United States,Architect,Mid-Senior,Onsite,2024,1,January,United States
Data Analyst Iii,Winmax,"Cupertino, CA",2024-01-13,Santa Clara,United States,Consultant Education,Associate,Onsite,2024,1,January,United States
Data Analyst,Kforce Inc,"Pleasanton, CA",2024-01-13,Santa Clara,United States,Data Entry Clerk,Associate,Onsite,2024,1,January,United States
Data Engineer,Itech Solutions,"Redmond, WA",2024-01-13,Summit,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
Data Analyst I,Winmax,"Austin, TX",2024-01-13,Austin,United States,Data Entry Clerk,Associate,Onsite,2024,1,January,United States
Sr Data Scientist,Dice,United States,2024-01-13,Smith Center,United States,Microbiologist,Mid-Senior,Onsite,2024,1,January,Other
Senior Database Architect #2028,Genius Road,Brownsville Metropolitan Area,2024-01-14,Brownsville,United States,Architect,Mid-Senior,Onsite,2024,1,January,Other
"Gsc Database Lead, Mtccs Ii",Athenix Special Missions (Formerly Vatc),"Leavenworth, KS",2024-01-14,Leavenworth,United States,Training Technician,Mid-Senior,Onsite,2024,1,January,United States
Data Center Senior Program Manager-Delivery Of Network And Data Center Capacity Builds,Oracle,"Ashburn, VA",2024-01-14,Harpers Ferry,United States,Program Coordinator,Mid-Senior,Onsite,2024,1,January,United States
"Neighborhood Branch Leader - Brighton, Nmls",Canvas Credit Union,"Brighton, CO",2024-01-14,Longmont,United States,Second,Mid-Senior,Onsite,2024,1,January,United States
Cloud Data Architect,Infosys,"Bellevue, WA",2024-01-14,Seattle,United States,Interior Designer,Mid-Senior,Onsite,2024,1,January,United States
Senior Datacenter Product Development Engineer,Nvidia,"Austin, TX",2024-01-16,Austin,United States,Engineer Of System Development,Mid-Senior,Onsite,2024,1,January,United States
Commissioning Senior Specialist - Data Center (Travel Required),Olsson,"Dallas, TX",2024-01-14,Arlington,United States,Travel Agent,Mid-Senior,Onsite,2024,1,January,United States
Medical Technologist (Mt Mlt) - Core Lab - Middletown - Part-Time - Evenings,Kettering Health,"Middletown, OH",2024-01-14,Kettering,United States,Laboratory Technician,Mid-Senior,Onsite,2024,1,January,United States
"Staff Engineer, Test Data And Instrumentation",Rivian,"Irvine, CA",2024-01-15,Corona,United States,Color Tester,Mid-Senior,Onsite,2024,1,January,United States
Data Editor (Indg),Bloomberg Industry Group,"Arlington, VA",2024-01-15,Alexandria,United States,Continuity Writer,Mid-Senior,Onsite,2024,1,January,United States
Data Center Hr Business Partner,Ada Infrastructure,"Bellevue, WA",2024-01-16,Seattle,United States,Manager Labor Relations,Mid-Senior,Onsite,2024,1,January,United States
Medical Technologist (Mt/Mlt) - Competitive Package,Connected Health Care,"Columbus, IN",2024-01-15,Shelbyville,United States,Cytotechnologist,Mid-Senior,Onsite,2024,1,January,United States
Njdoh Database Manager/Administrator 3 - Badisa #: 20-01040,Hiretalent - Diversity Staffing & Recruiting Firm,"Trenton, NJ",2024-01-14,Trenton,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
"Manager, Product Manager -- Machine Learning Experience, Enterprise Platform Development Team",Capital One,"Chicago, IL",2024-01-14,East Chicago,United States,Manager Records Analysis,Mid-Senior,Onsite,2024,1,January,United States
Him Data Integrity Spec 1,Tampa General Hospital,"Tampa, FL",2024-01-14,Tarpon Springs,United States,Manager Records Analysis,Mid-Senior,Onsite,2024,1,January,United States
2023-61808 - Technical Writer - Xml Documentation,General Dynamics Mission Systems,"Pittsfield, MA",2024-01-14,North Adams,United States,Documentation Engineer,Associate,Onsite,2024,1,January,United States
Senior Data Architect,"Apogee Enterprises, Inc.","Minneapolis, MN",2024-01-14,South Saint Paul,United States,Architect,Mid-Senior,Onsite,2024,1,January,United States
Travel Sales Consultant - Bromley,Flight Centre Travel Group,"London, England, United Kingdom",2024-01-14,Greater London,United Kingdom,Travel Agent,Mid-Senior,Onsite,2024,1,January,United Kingdom
"Lead Software Engineer, Ml Platform - St",Autozone Brasil Comercio De Autopecas,"Seattle, WA",2024-01-14,Tacoma,United States,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,United States
Data & Analytics Partner,Powerlink Queensland,"Brisbane, Queensland, Australia",2024-01-14,Queensland,Australia,Stand-In,Mid-Senior,Onsite,2024,1,January,Other
Machine Learning Research Scientist,Etched,"Cupertino, CA",2024-01-14,Fremont,United States,Microbiologist,Mid-Senior,Onsite,2024,1,January,United States
Data Engineer 4,Ask Consulting,"San Jose, CA",2024-01-14,Santa Clara,United States,Systems Analyst,Mid-Senior,Onsite,2024,1,January,United States
Data Analyst,Uncomn,"Scott AFB, IL",2024-01-14,East Saint Louis,United States,Data Entry Clerk,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Engineer,Tencent,"Palo Alto, CA",2024-01-14,San Jose,United States,Data Base Administrator,Mid-Senior,Onsite,2024,1,January,United States
Data Architect,Hexaquest Global,"Bristol, CT",2024-01-14,New Milford,United States,Architect,Mid-Senior,Onsite,2024,1,January,United States
Sr. Data Scienctist - Behaivior,Innovation Works,"Pittsburgh, PA",2024-01-15,New Kensington,United States,Animal Scientist,Mid-Senior,Onsite,2024,1,January,United States
Sr. Data Scientist,Plymouth Rock Assurance,"Boston, MA",2024-01-16,Boston,United States,Mathematician,Mid-Senior,Onsite,2024,1,January,United States
Sales Director - Data & Ai,Accenture,"Raleigh, NC",2024-01-15,Raleigh,United States,Counter Hand,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Scientist Ts/Sci Ci Poly With Security Clearance,Clearancejobs,"Springfield, VA",2024-01-16,Manassas,United States,Mathematician,Mid-Senior,Onsite,2024,1,January,United States
Data Science Manager,Coinbase,"Glasgow, Scotland, United Kingdom",2024-01-16,Greater Glasgow,United Kingdom,Reader,Mid-Senior,Onsite,2024,1,January,United Kingdom
"Staff Machine Learning Engineer, Series A",Recruiting From Scratch,"Medford, MA",2024-01-16,Ipswich,United States,Programmer Engineering And Scientific,Mid-Senior,Onsite,2024,1,January,United States
Sr. Data Engineer (Hybrid),Jobs For Humanity,"Charlottesville, VA",2024-01-14,Waynesboro,United States,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,United States
"Senior Data Manager, Fp&A",National Carwash Solutions,"Grimes, IA",2024-01-15,Des Moines,United States,Creative Director,Mid-Senior,Onsite,2024,1,January,United States
"Sr. Aws Data Engineer  Austin, Tx Or Charlotte, Nc (Hybrid)",Tek Hire Solutions,"Charlotte, NC",2024-01-14,Denver,United States,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,United States
Privacy And Data Protection Legal Counsel,Jdhuntr In-House Counsel Jobs,"Menlo Park, CA",2024-01-16,Redwood City,United States,Membership Solicitor,Mid-Senior,Onsite,2024,1,January,United States
Software Engineer - Data Transmission,Bytedance,"San Jose, CA",2024-01-16,Livermore,United States,Engineer Of System Development,Mid-Senior,Onsite,2024,1,January,United States
It Specialist (Datamgt),Usda,"Indiana, United States",2024-01-16,Guilford,United States,Information Scientist,Mid-Senior,Onsite,2024,1,January,India
"Staff Machine Learning Engineer, Series A",Recruiting From Scratch,"Newark, NJ",2024-01-16,Fort Lee,United States,Programmer Engineering And Scientific,Mid-Senior,Onsite,2024,1,January,United States
Senior Data Analyst,Harnham,"Bristol, VA",2024-01-14,Elizabethton,United States,Data Entry Clerk,Mid-Senior,Onsite,2024,1,January,United States
Esri Data Specialist,Advantis Global,"Denver, CO",2024-01-16,Boulder,United States,Layer,Mid-Senior,Onsite,2024,1,January,United States
Data Manager Ii,"Frontage Laboratories, Inc","Secaucus, NJ",2024-01-15,Montclair,United States,Director Research,Mid-Senior,Onsite,2024,1,January,United States
Data Engineer,Bluescope,"Wollongong, New South Wales, Australia",2024-01-16,Redcliffe,Australia,Port Engineer,Associate,Onsite,2024,1,January,Other
Senior Mlops Engineer,Recruiting From Scratch,"Evanston, IL",2024-01-14,Palatine,United States,Value Engineer,Mid-Senior,Onsite,2024,1,January,United States
Principal Big Data Architect,Dematic,"Atlanta, GA",2024-01-14,Smyrna,United States,Principal,Mid-Senior,Onsite,2024,1,January,United States
Bioinformatics Scientist - Virology Drug Discovery And Data Analysis,Conflux Systems,"San Mateo, CA",2024-01-15,San Francisco,United States,Data Communications Technician,Mid-Senior,Onsite,2024,1,January,United States
"Lab Scientist (Mt/Mlt/Cls/Clt) - 3:00Am-3:30Pm, Weekend Days (Premium Contr",Community Health Systems,"Fort Wayne, IN",2024-01-14,Saint Joseph,United States,Biologist,Mid-Senior,Onsite,2024,1,January,United States
Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",2024-01-14,Cambridge,Canada,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,Canada
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Ropesgray,"Campbellton, New Brunswick, Canada",2024-01-14,Sarnia-Clearwater,Canada,Scanner,Mid-Senior,Onsite,2024,1,January,Canada
Senior Azure Machine Learning Engineer,Dice,United States,2024-01-16,Smith Center,United States,Mining Engineer,Mid-Senior,Onsite,2024,1,January,Other
"Senior Data Analyst (Product Team) (Bangkok Based, Relocation Provided)",Agoda,"Dallas, TX",2024-01-12,Garland,United States,Art Director,Associate,Onsite,2024,1,January,United States
Data Analyst - I,Aditi Consulting,"Hanover, PA",2024-01-14,Fairfield,United States,Data Entry Clerk,Mid-Senior,Onsite,2024,1,January,United States
Oracle 12C Database Developer -Locals,Steneral Consulting,"Philadelphia, PA",2024-01-14,Norristown,United States,Systems Analyst,Mid-Senior,Onsite,2024,1,January,United States
"Senior Manager, Data Science",Medidata Solutions,"New York, United States",2024-01-15,Hamilton,United States,Color Maker,Mid-Senior,Onsite,2024,1,January,Other
"Manager, Data Engineering",Jobs For Humanity,"York, PA",2024-01-14,Hershey,United States,Manager Records Analysis,Mid-Senior,Onsite,2024,1,January,United States
"Senior Machine Learning Engineer - Seattle In Seattle, Wa, Usa",Energy Jobline,"Seattle, WA",2024-01-14,Tacoma,United States,Agricultural-Research Engineer,Mid-Senior,Onsite,2024,1,January,United States
Dynamics 365 Ce Sr. Developer (Remote) [Ntt Data],Careerbeacon,"Vancouver, British Columbia, Canada",2024-01-14,Point Roberts,United States,Programmer-Analyst,Mid-Senior,Onsite,2024,1,January,Canada
